Airport name,DST,IATA,ICAO,Location served,Time
Takhli Royal Thai Air Force Base[1],,TKH,VTPI,"Takhli, Thailand",
Tokeen Seaplane Base (FAA: 57A),,TKI,,"Tokeen, Alaska, United States",
Tok Junction Airport[1] (FAA: 6K8),,TKJ,PFTO,"Tok, Alaska, United States",
Chuuk International Airport,,TKK,PTKK,"Chuuk, Federated States of Micronesia",
Taku Lodge Seaplane Base[1],,TKL,,"Taku Lodge, Alaska, United States",
Tokunoshima Airport[1],,TKN,RJKN,"Tokunoshima, Amami Islands, Japan",
Tlokoeng Airport[1],,TKO,FXTK,"Tlokoeng, Lesotho",
Takapoto Airport[1],,TKP,NTGT,"Takapoto, Tuamotus, French Polynesia",
Kigoma Airport,,TKQ,HTKA,"Kigoma, Tanzania",
Thakurgaon Airport[1],,TKR,VGSG,"Thakurgaon, Bangladesh",
Tokushima Airport[1],,TKS,RJOS,"Tokushima, Shikoku, Japan",
Tak Airport,,TKT,VTPT,"Tak, Thailand",
Turku Airport,,TKU,EFTU,"Turku, Finland",
Tatakoto Airport[1],,TKV,NTGO,"Tatakoto, Tuamotus, French Polynesia",
Tekin Airport[1],,TKW,AYTN,"Tekin, Papua New Guinea",
Takaroa Airport[1],,TKX,NTKR,"Takaroa, Tuamotus, French Polynesia",
Turkey Creek Airport[1],,TKY,YTKY,"Warmun (Turkey Creek), Western Australia, Australia",
Tokoroa Aerodrome[1],,TKZ,NZTO,"Tokoroa, New Zealand",
Teller Airport (FAA: TER),,TLA,PATE,"Teller, Alaska, United States",
Tarbela Dam Airport[1],,TLB,OPTA,"Tarbela Dam, Pakistan",
Licenciado Adolfo López Mateos International Airport,,TLC,MMTO,"Toluca, State of Mexico, Mexico",
Tuli Lodge Airport[1],,TLD,FBTL,"Tuli Lodge, Botswana",
Toliara Airport[1],,TLE,FMST,"Toliara, Madagascar",
Telida Airport (FAA: 2K5),,TLF,,"Telida, Alaska, United States",
Tulaghi Heliport[1],,TLG,AGTI,"Tulagi, Solomon Islands",
Tallahassee International Airport,,TLH,KTLH,"Tallahassee, Florida, United States",
Sultan Bantilan Airport[1] (Lalos Airport),,TLI,WAMI,"Tolitoli, Indonesia",
Tatalina LRRS Airport,,TLJ,PATL,"Tatalina, Alaska, United States",
Talakan Airport,,TLK,UECT,"Talakan, Yakutia, Russia",
Tallinn Airport (Lennart Meri Tallinn Airport),,TLL,EETN,"Tallinn, Estonia",
Zenata – Messali El Hadj Airport[1],,TLM,DAON,"Tlemcen, Algeria",
Toulon–Hyères Airport (Hyères Le Palyvestre Airport),,TLN,LFTH,"Toulon / Hyères, Provence-Alpes-Côte d'Azur, France",
Tol Airport[1],,TLO,,"Tol, Papua New Guinea",
Tumolbil Airport[1],,TLP,,"Tumolbil, Papua New Guinea",
Turpan Jiaohe Airport,,TLQ,ZWTP,"Turpan, Xinjiang, China",
Mefford Field Airport,,TLR,KTLR,"Tulare, California, United States",
Toulouse–Blagnac Airport,,TLS,LFBO,"Toulouse, Midi-Pyrénées, France",
Tuluksak Airport,,TLT,,"Tuluksak, Alaska, United States",
Golfo de Morrosquillo Airport[1],,TLU,SKTL,"Tolú, Colombia",
Ben Gurion Airport,,TLV,LLBG,"Tel Aviv, Israel",
Talasea Airport[1],,TLW,AYVL,"Talasea, Papua New Guinea",
Panguilemo Airport[1],,TLX,SCTL,"Talca, Chile",
Plastun Airport[1],,TLY,UHWP,"Plastun, Primorsky Krai, Russia",
Catalão Airport[1],,TLZ,SWKT,"Catalão, Goiás, Brazil",
Henry Tift Myers Airport,,TMA,KTMA,"Tifton, Georgia, United States",
Miami Executive Airport,,TMB,KTMB,"Miami, Florida, United States",
Tambolaka Airport[1] (Waikabubak Airport),,TMC,WADT,"Tambolaka, Indonesia",
Timbedra Airport,,TMD,GQNH,"Timbédra, Mauritania",
Gabriel Vargas Santos Airport,,TME,SKTM,"Tame, Colombia",
Thimarafushi Airport,,TMF,VRNT,"Thimarafushi, Thaa Atoll, Maldives",
Tommanggong Airport[1],,TMG,WBKM,"Tommanggong, Sabah, Malaysia",
Tanah Merah Airport[1],,TMH,WAKT,"Tanahmerah, Indonesia",
Tumlingtar Airport[1],,TMI,VNTR,"Tumlingtar, Nepal",
Termez Airport,,TMJ,UTST,"Termez, Uzbekistan",
Tam Kỳ Airport[1],,TMK,,"Tam Kỳ, Vietnam",
Tamale Airport,,TML,DGLE,"Tamale, Ghana",
Toamasina Airport,,TMM,FMMT,"Toamasina, Madagascar",
Tamana Airport[1],,TMN,NGTM,"Tamana, Kiribati",
Tumeremo Airport[1],,TMO,SVTM,"Tumeremo, Venezuela",
Tampere–Pirkkala Airport,,TMP,EFTP,"Tampere, Finland",
Tambao Airport,,TMQ,DFEM,"Tambao, Burkina Faso",
Aguenar – Hadj Bey Akhamok Airport,,TMR,DAAT,"Tamanrasset, Algeria",
São Tomé International Airport,,TMS,FPST,"São Tomé, São Tomé and Príncipe",
Porto Trombetas Airport,,TMT,SBTB,"Porto Trombetas / Oriximiná, Pará, Brazil",
Tambor Airport,,TMU,MRTR,"Tambor, Costa Rica",
Tamworth Airport,,TMW,YSTW,"Tamworth, New South Wales, Australia",
Timimoun Airport[1],,TMX,DAUT,"Timimoun, Algeria",
Tiom Airport[1],,TMY,,"Tiom, Indonesia",
Thames Aerodrome,,TMZ,NZTH,"Thames, New Zealand",
Jinan Yaoqiang International Airport,,TNA,ZSJN,"Jinan, Shandong, China",
Tanah Grogot Airport[1],,TNB,WRLH,"Tanah Grogot, Indonesia",
Tin City LRRS Airport,,TNC,PATC,"Tin City, Alaska, United States",
Alberto Delgado Airport[1],,TND,MUTD,"Trinidad, Cuba",
New Tanegashima Airport[1],,TNE,RJFG,"Tanegashima, Ōsumi Islands, Japan",
Toussus-le-Noble Airport,,TNF,LFPN,"Toussus-le-Noble, Île-de-France, France",
Tangier Ibn Battouta Airport,,TNG,GMTT,"Tangier, Morocco",
Tonghua Sanyuanpu Airport,,TNH,ZYTN,"Tonghua, Jilin, China",
Satna Airport,,TNI,VIST,"Satna, Madhya Pradesh, India",
Raja Haji Fisabilillah Airport,,TNJ,WIDN,"Tanjung Pinang, Indonesia",
Tununak Airport (FAA: 4KA),,TNK,,"Tununak, Alaska, United States",
Ternopil International Airport,,TNL,UKLT,"Ternopil, Ukraine",
Teniente R. Marsh Airport,,TNM,SCRM,"King George Island, Antarctica",
Tainan Airport,,TNN,RCNN,"Tainan, Taiwan",
Tamarindo Airport,,TNO,MRTM,"Tamarindo, Costa Rica",
Twentynine Palms Airport,,TNP,KTNP,"Twentynine Palms, California, United States",
Teraina Airport,,TNQ,,"Teraina, Kiribati",
Ivato International Airport,,TNR,FMMI,"Antananarivo, Madagascar",
Tungsten (Cantung) Airport[1] (TC: CBX5),,TNS,,"Tungsten, Northwest Territories, Canada",
Dade-Collier Training and Transition Airport,,TNT,KTNT,"Miami, Florida, United States",
Newton Municipal Airport,,TNU,KTNU,"Newton, Iowa, United States",
Tabuaeran Island Airport[1],,TNV,,"Tabuaeran, Kiribati",
Jumandy Airport[1],,TNW,SEJD,"Tena, Ecuador",
Steung Treng Airport[1],,TNX,VDST,"Stung Treng, Cambodia",
Tosontsengel Airport[1],,TNZ,ZMTL,"Tosontsengel, Mongolia",
Zamperini Field,,TOA,KTOA,"Torrance, California, United States",
Tobruk Airport,,TOB,HLGN,"Tobruk, Libya",
Toccoa Airport (R.G. LeTourneau Field),,TOC,KTOC,"Toccoa, Georgia, United States",
Tioman Airport,,TOD,WMBT,"Tioman Island, Pahang, Malaysia",
Tozeur–Nefta International Airport,,TOE,DTTZ,"Tozeur, Tunisia",
Bogashevo Airport,,TOF,UNTT,"Tomsk, Tomsk Oblast, Russia",
Togiak Airport,,TOG,PATG,"Togiak, Alaska, United States",
Torres Airport[1],,TOH,NVSD,"Torres Islands, Vanuatu",
Troy Municipal Airport,,TOI,KTOI,"Troy, Alabama, United States",
Madrid–Torrejón Airport,,TOJ,LETO,"Madrid, Community of Madrid, Spain",
Torokina Airport[1],,TOK,,"Torokina, Papua New Guinea",
Toledo Express Airport,,TOL,KTOL,"Toledo, Ohio, United States",
Timbuktu Airport,,TOM,GATB,"Timbuktu (Tombouctou), Mali",
Tonu Airport[1],,TON,,"Tonu, Papua New Guinea",
San Vito de Java Airport[1],,TOO,MRSV,"San Vito, Costa Rica",
Philip Billard Municipal Airport,,TOP,KTOP,"Topeka, Kansas, United States",
Barriles Airport[1],,TOQ,SCBE,"Tocopilla, Chile",
Torrington Municipal Airport,,TOR,KTOR,"Torrington, Wyoming, United States",
"Tromsø Airport, Langnes",,TOS,ENTC,"Tromsø, Norway",
Totness Airstrip,,TOT,SMCO,"Totness, Suriname",
Touho Airport[1],,TOU,NWWU,"Touho, New Caledonia",
West End Seaplane Base[1],,TOV,,"Tortola, British Overseas Territory of Virgin Islands",
Luiz dal Canalle Filho Airport[1],,TOW,SBTD,"Toledo, Paraná, Brazil",
Tobolsk Airport[1],,TOX,USTO,"Tobolsk, Tyumen Oblast, Russia",
Toyama Airport,,TOY,RJNT,"Toyama, Honshu, Japan",
Mahana Airport[1],,TOZ,DITM,"Touba, Ivory Coast",
Tampa International Airport,,TPA,KTPA,"Tampa, Florida, United States",
Tarapoa Airport[1],,TPC,SETR,"Tarapoa, Ecuador",
Taiwan Taoyuan International Airport,,TPE,RCTP,"Taoyuan, Taiwan",
Peter O. Knight Airport,,TPF,KTPF,"Tampa, Florida, United States",
Taiping Airport[1],,TPG,WMBI,"Taiping, Perak, Malaysia",
Tonopah Airport,,TPH,KTPH,"Tonopah, Nevada, United States",
Tapini Airport[1],,TPI,AYTI,"Tapini, Papua New Guinea",
Taplejung Airport[1],,TPJ,VNTJ,"Taplejung, Nepal",
Teuku Cut Ali Airport[1],,TPK,WITA,"Tapaktuan, Indonesia",
Draughon–Miller Central Texas Regional Airport,,TPL,KTPL,"Temple, Texas, United States",
Tiputini Airport[1],,TPN,SETI,"Tiputini, Ecuador",
Cad. FAP Guillermo del Castillo Paredes Airport[1],,TPP,SPST,"Tarapoto, Peru",
Amado Nervo International Airport,,TPQ,MMEP,"Tepic, Nayarit, Mexico",
Tom Price Airport,,TPR,YTMP,"Tom Price, Western Australia, Australia",
Vincenzo Florio Airport Trapani–Birgi,,TPS,LICT,"Trapani, Sicily, Italy",
Tapeta Airport[1],,TPT,,"Tapeta, Liberia",
Tikapur Airport[1],,TPU,VNTP,"Tikapur, Nepal",
Tupai Airport[1],,TPX,NTTU,"Tūpai, Society Islands, French Polynesia",
Al-Taqaddum Air Base[1],,TQD,ORAT,"Fallujah, Iraq",
Tarko-Sale Airport[1],,TQL,USDS,"Tarko-Sale, Yamalo-Nenets Autonomous Okrug, Russia",
Taloqan Airport,,TQN,OATQ,"Taloqan, Afghanistan",
Trepell Airport,,TQP,YTEE,"Trepell, Queensland, Australia",
Maranggo Airport[1],,TQQ,,"Tomia Island, Indonesia",
Captain Ernesto Esguerra Cubides Air Base[1],,TQS,SKTQ,"Tres Esquinas, Colombia",
Tarama Airport[1],,TRA,RORT,"Tarama, Miyako Islands, Japan",
Gonzalo Mejía Airport[1],,TRB,SKTU,"Turbo, Colombia",
Francisco Sarabia International Airport (Torreón Int'l),,TRC,MMTC,"Torreón, Coahuila, Mexico",
"Trondheim Airport, Værnes",,TRD,ENVA,"Trondheim, Norway",
Tiree Airport,,TRE,EGPU,"Tiree, Scotland, United Kingdom",
"Sandefjord Airport, Torp",,TRF,ENTO,"Sandefjord / Oslo, Norway",
Tauranga Airport,,TRG,NZTG,"Tauranga, New Zealand",
Trona Airport (FAA: L72),,TRH,,"Trona, California, United States",
Tri-Cities Regional Airport,,TRI,KTRI,"Bristol / Johnson City / Kingsport, Tennessee, United States",
Tarakbits Airport[1],,TRJ,,"Tarakbits, Papua New Guinea",
Juwata International Airport,,TRK,WALR,"Tarakan, Indonesia",
Terrell Municipal Airport,,TRL,KTRL,"Terrell, Texas, United States",
Jacqueline Cochran Regional Airport,,TRM,KTRM,"Thermal, California, United States",
Turin Airport (Caselle Airport),,TRN,LIMF,"Turin, Piedmont, Italy",
Taree Airport[1],,TRO,YTOC,"Taree, New South Wales, Australia",
José Galera dos Santos Airport[1],,TRQ,SBTK,"Tarauacá, Acre, Brazil",
China Bay Airport,,TRR,VCCT,"Trincomalee, Sri Lanka",
Trieste – Friuli Venezia Giulia Airport (Ronchi dei Legionari Airport),,TRS,LIPQ,"Trieste, Friuli-Venezia Giulia, Italy",
FAP Captain Carlos Martínez de Pinillos International Airport,,TRU,SPRU,"Trujillo, Peru",
Trivandrum International Airport,,TRV,VOTV,"Thiruvananthapuram, Kerala, India",
Bonriki International Airport,,TRW,NGTA,"Tarawa, Kiribati",
Trenton Municipal Airport,,TRX,KTRX,"Trenton, Missouri, United States",
Tororo Airport[1],,TRY,HUTO,"Tororo, Uganda",
Tiruchirappalli International Airport,,TRZ,VOTR,"Tiruchirappalli (Tiruchchirappalli), Tamil Nadu, India",
Taipei Songshan Airport,,TSA,RCSS,"Taipei, Taiwan",
Tsumeb Airport[1],,TSB,FYTM,"Tsumeb, Namibia",
Taisha Airport[1],,TSC,SETH,"Taisha, Ecuador",
Tshipise Airport[1],,TSD,,"Tshipise, South Africa",
Astana International Airport,,TSE,UACC,"Astana, Kazakhstan",
Treviso-Sant'Angelo Airport,,TSF,LIPH,"Treviso / Venice, Veneto, Italy",
Tanacross Airport,,TSG,,"Tanacross, Alaska, United States",
Tshikapa Airport[1],,TSH,FZUK,"Tshikapa, Democratic Republic of the Congo",
Tsile Tsile Airport[1],,TSI,,"Tsili Tsili (Tsile Tsile), Papua New Guinea",
Tsushima Airport,,TSJ,RJDT,"Tsushima, Tsushima Island, Japan",
Taskul Airport[1],,TSK,,"Taskul, Papua New Guinea",
Tamuín National Airport,,TSL,MMTN,"Tamuín, San Luis Potosí, Mexico",
Taos Regional Airport (FAA: SKX),,TSM,KSKX,"Taos, New Mexico, United States",
Tianjin Binhai International Airport,,TSN,ZBTJ,"Tianjin, China",
Tehachapi Municipal Airport,,TSP,KTSP,"Tehachapi, California, United States",
Torres Airport[1],,TSQ,SBTR,"Torres, Rio Grande do Sul, Brazil",
Timișoara Traian Vuia International Airport,,TSR,LRTR,"Timișoara, Romania",
Trang Airport,,TST,VTST,"Trang, Thailand",
Tabiteuea South Airport[1],,TSU,NGTS,"Tabiteuea South, Kiribati",
Townsville Airport,,TSV,YBTL,"Townsville, Queensland, Australia",
Tsewi Airport[1],,TSW,,"Tsewi, Papua New Guinea",
Tanjung Santan Airport[1],,TSX,WRLT,"Tanjung Santan, Indonesia",
Tasikmalaya Airport[1] (Wiriadinata Airport),,TSY,WICM,"Tasikmalaya, West Java, Indonesia",
Tsetserleg Airport,,TSZ,ZMTG,"Tsetserleg, Mongolia",
Tan Tan Airport (Plage Blanche Airport),,TTA,GMAT,"Tan-Tan, Morocco",
Tortolì Airport (Arbatax Airport),,TTB,LIET,"Tortolì, Sardinia, Italy",
Las Breas Airport[1],,TTC,SCTT,"Taltal, Chile",
Portland–Troutdale Airport,,TTD,KTTD,"Portland, Oregon, United States",
Sultan Babullah Airport[1],,TTE,WAEE,"Ternate, Indonesia",
"Tartagal ""General Enrique Mosconi"" Airport",,TTG,SAST,"Tartagal, Salta, Argentina",
RAFO Thumrait[1],,TTH,OOTH,"Thumrait, Oman",
Tetiaroa Airport[1],,TTI,NTTE,"Tetiaroa, Society Islands, French Polynesia",
Tottori Airport[1],,TTJ,RJOR,"Tottori, Honshu, Japan",
Turtle Island Seaplane Base[1],,TTL,,"Nanuya Levu, Fiji",
Tablón de Tamará Airport,,TTM,,"Tablón de Tamará, Colombia",
Trenton–Mercer Airport,,TTN,KTTN,"Trenton, New Jersey, United States",
Britton Municipal Airport (FAA: BTN),,TTO,KBTN,"Britton, South Dakota, United States",
Tortuguero Airport (Barra de Tortuguero Airport),,TTQ,MRBT,"Tortuguero, Costa Rica",
Pongtiku Airport[1],,TTR,WAWT,"Tana Toraja, Indonesia",
Tsaratanana Airport,,TTS,FMNT,"Tsaratanana, Madagascar",
Taitung Airport (Taitung Fongnian Airport),,TTT,RCFN,"Taitung, Taiwan",
Sania Ramel Airport,,TTU,,"Tétouan, Morocco",
Tissa Tank Waterdrome[1],,TTW,,"Tissamaharama, Sri Lanka",
Truscott-Mungalalu Airport[1],,TTX,YTST,"Mungalalu, Western Australia, Australia",
Teniente Coronel Luis a Mantilla International Airport,,TUA,SETU,"Tulcán, Ecuador",
Tubuai – Mataura Airport[1],,TUB,NTAT,"Tubuai, French Polynesia",
Teniente General Benjamín Matienzo International Airport,,TUC,SANT,"San Miguel de Tucumán, Tucumán, Argentina",
Tambacounda Airport,,TUD,GOTT,"Tambacounda, Senegal",
Tours Val de Loire Airport,,TUF,LFOT,"Tours, Centre-Val de Loire, France",
Tuguegarao Airport,,TUG,RPUT,"Tuguegarao, Philippines",
Turaif Domestic Airport[1],,TUI,OETR,"Turaif, Saudi Arabia",
Tum Airport[1],,TUJ,HAMJ,"Tum, Ethiopia",
Turbat International Airport,,TUK,OPTU,"Turbat, Pakistan",
Tulsa International Airport,,TUL,KTUL,"Tulsa, Oklahoma, United States",
Tumut Airport[1],,TUM,YTMU,"Tumut, New South Wales, Australia",
Tunis–Carthage International Airport,,TUN,DTTA,"Tunis, Tunisia",
Taupo Airport,,TUO,NZAP,"Taupo, New Zealand",
Tupelo Regional Airport,,TUP,KTUP,"Tupelo, Mississippi, United States",
Tougan Airport,,TUQ,DFOT,"Tougan, Burkina Faso",
Tucuruí Airport[1],,TUR,SBTU,"Tucuruí, Pará, Brazil",
Tucson International Airport,,TUS,KTUS,"Tucson, Arizona, United States",
Tauta Airport[1],,TUT,,"Tauta, Papua New Guinea",
Tabuk Regional Airport,,TUU,OETB,"Tabuk, Saudi Arabia",
San Rafael Airport[1],,TUV,SVTC,"Tucupita, Venezuela",
Tubala Airport[1],,TUW,,"Tubala (Tubualá), Panama",
Tumbler Ridge Airport[1] (TC: CBX7),,TUX,,"Tumbler Ridge, British Columbia, Canada",
Tulum Airport,,TUY,,"Tulum, Quintana Roo, Mexico",
Tucumã Airport[1],,TUZ,,"Tucumã, Pará, Brazil",
Morafenobe Airport[1],,TVA,FMMR,"Morafenobe, Madagascar",
Cherry Capital Airport,,TVC,KTVC,"Traverse City, Michigan, United States",
Thief River Falls Regional Airport,,TVF,KTVF,"Thief River Falls, Minnesota, United States",
Thomasville Regional Airport,,TVI,KTVI,"Thomasville, Georgia, United States",
Lake Tahoe Airport,,TVL,KTVL,"South Lake Tahoe, California, United States",
Tangshan Sannühe Airport,,TVS,ZBTS,"Tangshan, Hebei, China",
Matei Airport,,TVU,NFNM,"Taveuni, Fiji",
Dawei Airport,,TVY,VYDW,"Dawei, Myanmar",
Twin Hills Airport (FAA: A63),,TWA,,"Twin Hills, Alaska, United States",
Toowoomba City Aerodrome[1],,TWB,YTWB,"Toowoomba, Queensland, Australia",
Jefferson County International Airport (FAA: 0S9),,TWD,,"Port Townsend, Washington, United States",
Taylor Airport (FAA: AK49),,TWE,,"Taylor, Alaska, United States",
Magic Valley Regional Airport (Joslin Field),,TWF,KTWF,"Twin Falls, Idaho, United States",
Tewantin Airport[1],,TWN,,"Tewantin, Queensland, Australia",
Torwood Airport[1],,TWP,,"Torwood, Queensland, Australia",
Sanga-Sanga Airport,,TWT,RPMN,"Tawitawi Island (Tawi-Tawi), Philippines",
Tawau Airport,,TWU,WBKW,"Tawau, Sabah, Malaysia",
Tawa Airport[1],,TWY,,"Tawa, Papua New Guinea",
Pukaki Airport[1] (Twizel Airport),,TWZ,NZUK,"Twizel, New Zealand",
Teixeira de Freitas Airport[1] (9 de maio Airport),,TXF,SNTF,"Teixeira de Freitas, Bahia, Brazil",
Texarkana Regional Airport (Webb Field),,TXK,KTXK,"Texarkana, Arkansas, United States",
Berlin Tegel Airport,,TXL,EDDT,"Berlin, Germany",
Teminabuan Airport[1],,TXM,WAST,"Teminabuan, Indonesia",
Huangshan Tunxi International Airport[1],,TXN,ZSTX,"Huangshan, Anhui, China",
Tanbar Airport[1],,TXR,,"Tanbar, Queensland, Australia",
Tabou Airport[1],,TXU,DITB,"Tabou, Ivory Coast",
Klokovo Airport[1],,TYA,UUBT,"Tula, Tula Oblast, Russia",
Tibooburra Airport[1],,TYB,YTIB,"Tibooburra, New South Wales, Australia",
Tynda Airport,,TYD,UHBW,"Tynda, Amur Oblast, Russia",
Tyonek Airport,,TYE,,"Tyonek, Alaska, United States",
Torsby Airport[1],,TYF,ESST,"Torsby, Sweden",
Thylungra Airport[1],,TYG,,"Thylungra, Queensland, Australia",
Capitán FAP Víctor Montes Arias International Airport,,TYL,SPYL,"Talara, Peru",
Staniel Cay Airport[1],,TYM,MYES,"Staniel Cay, Exuma Islands, Bahamas",
Taiyuan Wusu International Airport,,TYN,ZBYN,"Taiyuan, Shanxi, China",
metropolitan area2,,TYO[1],,"Tokyo, Honshu, Japan",
Tobermorey Airport[1],,TYP,YTMY,"Tobermorey, Northern Territory, Australia",
Tyler Pounds Regional Airport,,TYR,KTYR,"Tyler, Texas, United States",
McGhee Tyson Airport,,TYS,KTYS,"Knoxville, Tennessee, United States",
Treinta y Tres Airport,,TYT,SUTR,"Treinta y Tres, Uruguay",
Taylor Airport (FAA: TYL),,TYZ,KTYL,"Taylor, Arizona, United States",
Belize City Municipal Airport,,TZA,,"Belize City, Belize",
Tuscola Area Airport[1] (FAA: CFS),,TZC,KCFS,"Caro, Michigan, United States",
Tuzla International Airport,,TZL,LQTZ,"Tuzla, Bosnia and Herzegovina",
Cupul National Airport,,TZM,,"Tizimín, Yucatán, Mexico",
South Andros Airport (Congo Town Airport),,TZN,MYAK,"South Andros, Andros Island, Bahamas",
Tsimiroro Airport[1],,TZO,,"Ankisatra, Madagascar",
Trabzon Airport,,TZX,LTCG,"Trabzon, Turkey",
Incirlik Air Base[1],,UAB,LTAG,"Adana, Turkey",
San Luis Río Colorado Airport[1],,UAC,,"San Luis Río Colorado, Sonora, Mexico",
Mount Aue Airport[1],,UAE,,"Mount Aue, Papua New Guinea",
Ua Huka Airport[1],,UAH,NTMU,"Ua Huka, Marquesas Islands, French Polynesia",
Suai Airport[1],,UAI,WPDB,"Suai, East Timor",
Narsarsuaq Airport,,UAK,BGBW,"Narsarsuaq, Greenland",
Luau Airport,,UAL,FNUA,"Luau, Angola",
Andersen Air Force Base,,UAM,PGUA,"Hagåtña (Agana), Guam",
Ua Pou Airport[1],,UAP,NTMP,"Ua Pou, Marquesas Islands, French Polynesia",
Domingo Faustino Sarmiento Airport,,UAQ,SANU,"San Juan, San Juan, Argentina",
Bouarfa Airport[1],,UAR,GMFB,"Bouarfa, Morocco",
Samburu Airport[1] (Buffalo Spring Airport),,UAS,HKSB,"Samburu, Kenya",
Uaxactun Airport[1],,UAX,,"Uaxactun, Guatemala",
Mário de Almeida Franco Airport,,UBA,SBUR,"Uberaba, Minas Gerais, Brazil",
Mabuiag Island Airport[1],,UBB,YMAA,"Mabuiag Island, Queensland, Australia",
Buin Airport[1],,UBI,,"Buin, Papua New Guinea",
Yamaguchi Ube Airport,,UBJ,RJDC,"Ube, Honshu, Japan",
Ubon Ratchathani Airport,,UBP,VTUU,"Ubon Ratchathani, Thailand",
Ubrub Airport[1],,UBR,WAJU,"Ubrub, Indonesia",
Columbus-Lowndes County Airport,,UBS,KUBS,"Columbus, Mississippi, United States",
Ubatuba Airport[1] (Gastão Madeira Airport),,UBT,SDUB,"Ubatuba, São Paulo, Brazil",
Kalumburu Airport[1],,UBU,YKAL,"Kalumburu, Western Australia, Australia",
Ulanqab Airport[1],,UCB,,"Ulanqab, Inner Mongolia, China",
Yucca Airstrip (FAA: NV11),,UCC,KUCC,"Mercury, Nevada, United States",
Eunice Airport (FAA: 4R7),,UCE,,"Eunice, Louisiana, United States",
Lutsk Airport[1],,UCK,UKLC,"Lutsk, Ukraine",
Buchanan Airport,,UCN,GLBU,"Buchanan, Liberia",
Ukhta Airport,,UCT,UUYH,"Ukhta, Komi Republic, Russia",
Everett–Stewart Regional Airport,,UCY,KUCY,"Union City, Tennessee, United States",
Undara Airport[1],,UDA,YUDA,"Undara, Queensland, Australia",
Bermuda Dunes Airport,,UDD,KUDD,"Palm Springs, California, United States",
Volkel Air Base,,UDE,EHVK,"Uden, Netherlands",
Ten. Cel. Av. César Bombonato Airport,,UDI,SBUL,"Uberlândia, Minas Gerais, Brazil",
Uzhhorod International Airport[1],,UDJ,UKLU,"Uzhhorod, Ukraine",
Campoformido Airport[1],,UDN,LIPD,"Udine, Friuli-Venezia Giulia, Italy",
Maharana Pratap Airport,,UDR,VAUD,"Udaipur, Rajasthan, India",
Queenstown Airport[1],,UEE,YQNS,"Queenstown, Tasmania, Australia",
Quelimane Airport,,UEL,FQQL,"Quelimane, Mozambique",
Urengoy Airport[1],,UEN,USDU,"Urengoy, Yamalo-Nenets Autonomous Okrug, Russia",
Kumejima Airport[1],,UEO,ROKJ,"Kumejima, Okinawa Islands, Japan",
Waukesha County Airport (Crites Field),,UES,KUES,"Waukesha, Wisconsin, United States",
Quetta International Airport,,UET,OPQT,"Quetta, Pakistan",
Ufa International Airport,,UFA,UWUU,"Ufa, Bashkortostan, Russia",
Bulgan Airport,,UGA,ZMBN,"Bulgan, Mongolia",
Ugashik Bay Airport,,UGB,,"Pilot Point, Alaska, United States",
Urgench International Airport,,UGC,UTNU,"Urgench, Uzbekistan",
San Juan (Uganik) Seaplane Base (FAA: WSJ),,UGI,,"Uganik, Alaska, United States",
Waukegan National Airport,,UGN,KUGN,"Waukegan, Illinois, United States",
Uíge Airport[1],,UGO,FNUG,"Uíge, Angola",
Ugashik Airport (FAA: 9A8),,UGS,,"Ugashik, Alaska, United States",
Bulagtai Airport[1],,UGT,ZMBR,"Bulagtai, Mongolia",
Bilogai Airport[1],,UGU,,"Bilogai, Indonesia",
Kunovice Airport,,UHE,LKKU,"Uherské Hradiště, Czech Republic",
El Caraño Airport,,UIB,SKUI,"Quibdó, Colombia",
Phu Cat Airport,,UIH,VVPC,"Qui Nhơn, Vietnam",
Útila Airport,,UII,MHUT,"Útila, Honduras",
Ust-Ilimsk Airport,,UIK,UIBS,"Ust-Ilimsk, Irkutsk Oblast, Russia",
Quillayute Airport,,UIL,KUIL,"Forks, Washington, United States",
Quincy Regional Airport (Baldwin Field),,UIN,KUIN,"Quincy, Illinois, United States",
Mariscal Sucre International Airport,,UIO,SEQM,"Quito, Ecuador",
Quimper–Cornouaille Airport (Pluguffan),,UIP,LFRQ,"Quimper, Brittany, France",
Quoin Hill Airfield,,UIQ,NVVQ,"Quoin Hill, Vanuatu",
Quirindi Airport[1],,UIR,YQDI,"Quirindi, New South Wales, Australia",
Jaluit Airport (FAA: N55),,UIT,,"Jaluit Atoll, Marshall Islands",
Ujae Airport,,UJE,,"Ujae Atoll, Marshall Islands",
Uljin Airport[1],,UJN,RKTL,"Uljin, South Korea",
Uiju Airfield[1],,UJU,ZKUJ,"Uiju, North Korea",
Ukunda Airport[1] (Diani Airport),,UKA,HKUK,"Ukunda, Kenya",
Kobe Airport,,UKB,RJBE,"Kobe / Osaka, Honshu, Japan",
Ust-Kuyga Airport,,UKG,UEBT,"Ust-Kuyga, Yakutia, Russia",
Mukhaizna Airport[1],,UKH,OOMK,"Mukhaizna, Oman",
Ukiah Municipal Airport,,UKI,KUKI,"Ukiah, California, United States",
Oskemen Airport (Ust-Kamenogorsk Airport),,UKK,UASK,"Oskemen (Ust-Kamenogorsk), Kazakhstan",
Waukon Municipal Airport (FAA: Y01),,UKN,,"Waukon, Iowa, United States",
Mukeiras Airport[1],,UKR,OYMK,"Mukayras, Yemen",
Sevastopol International Airport[1],,UKS,UKFB,Sevastopol,
